identifier,file_root,label
non-event-1989-06-01_00-00,2026-05-08/slice/GOES-g06/non_event/1989-06-01T00-00-00.csv,0
non-event-1989-07-01_00-00,2026-05-08/slice/GOES-g06/non_event/1989-07-01T00-00-00.csv,0
non-event-1989-08-01_00-00,2026-05-08/slice/GOES-g06/non_event/1989-08-01T00-00-00.csv,0
non-event-1989-08-20_10-05,2026-05-08/slice/GOES-g06/non_event/1989-08-20T10-05-00.csv,0
non-event-1989-09-01_00-00,2026-05-08/slice/GOES-g06/non_event/1989-09-01T00-00-00.csv,0
non-event-1989-09-13_16-00,2026-05-08/slice/GOES-g06/non_event/1989-09-13T16-00-00.csv,0
non-event-1989-10-01_16-15,2026-05-08/slice/GOES-g06/non_event/1989-10-01T16-15-00.csv,0
non-event-1989-10-03_16-15,2026-05-08/slice/GOES-g06/non_event/1989-10-03T16-15-00.csv,0
non-event-1989-11-01_00-00,2026-05-08/slice/GOES-g06/non_event/1989-11-01T00-00-00.csv,0
non-event-1989-12-02_10-55,2026-05-08/slice/GOES-g06/non_event/1989-12-02T10-55-00.csv,0
non-event-1989-12-02_13-50,2026-05-08/slice/GOES-g06/non_event/1989-12-02T13-50-00.csv,0
non-event-1990-01-01_00-00,2026-05-08/slice/GOES-g06/non_event/1990-01-01T00-00-00.csv,0
non-event-1990-02-01_00-00,2026-05-08/slice/GOES-g06/non_event/1990-02-01T00-00-00.csv,0
non-event-1990-03-01_00-00,2026-05-08/slice/GOES-g06/non_event/1990-03-01T00-00-00.csv,0
non-event-1990-04-01_00-00,2026-05-08/slice/GOES-g06/non_event/1990-04-01T00-00-00.csv,0
non-event-1990-05-01_00-00,2026-05-08/slice/GOES-g06/non_event/1990-05-01T00-00-00.csv,0
non-event-1990-06-01_00-00,2026-05-08/slice/GOES-g06/non_event/1990-06-01T00-00-00.csv,0
non-event-1990-06-13_02-45,2026-05-08/slice/GOES-g06/non_event/1990-06-13T02-45-00.csv,0
non-event-1990-07-01_00-00,2026-05-08/slice/GOES-g06/non_event/1990-07-01T00-00-00.csv,0
non-event-1990-08-02_04-10,2026-05-08/slice/GOES-g06/non_event/1990-08-02T04-10-00.csv,0
non-event-1990-08-02_10-25,2026-05-08/slice/GOES-g06/non_event/1990-08-02T10-25-00.csv,0
non-event-1990-09-01_00-00,2026-05-08/slice/GOES-g06/non_event/1990-09-01T00-00-00.csv,0
non-event-1990-10-01_00-00,2026-05-08/slice/GOES-g06/non_event/1990-10-01T00-00-00.csv,0
non-event-1990-11-01_00-00,2026-05-08/slice/GOES-g06/non_event/1990-11-01T00-00-00.csv,0
non-event-1990-12-01_00-00,2026-05-08/slice/GOES-g06/non_event/1990-12-01T00-00-00.csv,0
non-event-1991-01-01_00-00,2026-05-08/slice/GOES-g06/non_event/1991-01-01T00-00-00.csv,0
non-event-1991-02-01_00-00,2026-05-08/slice/GOES-g06/non_event/1991-02-01T00-00-00.csv,0
non-event-1991-02-01_03-30,2026-05-08/slice/GOES-g06/non_event/1991-02-01T03-30-00.csv,0
non-event-1991-03-01_00-00,2026-05-08/slice/GOES-g06/non_event/1991-03-01T00-00-00.csv,0
non-event-1991-04-01_00-00,2026-05-08/slice/GOES-g06/non_event/1991-04-01T00-00-00.csv,0
non-event-1991-04-04_16-00,2026-05-08/slice/GOES-g06/non_event/1991-04-04T16-00-00.csv,0
non-event-1991-05-13_15-50,2026-05-08/slice/GOES-g06/non_event/1991-05-13T15-50-00.csv,0
non-event-1991-05-13_22-00,2026-05-08/slice/GOES-g06/non_event/1991-05-13T22-00-00.csv,0
non-event-1991-06-16_17-20,2026-05-08/slice/GOES-g06/non_event/1991-06-16T17-20-00.csv,0
non-event-1991-06-18_01-40,2026-05-08/slice/GOES-g06/non_event/1991-06-18T01-40-00.csv,0
non-event-1991-07-09_06-00,2026-05-08/slice/GOES-g06/non_event/1991-07-09T06-00-00.csv,0
non-event-1991-07-09_19-15,2026-05-08/slice/GOES-g06/non_event/1991-07-09T19-15-00.csv,0
non-event-1991-08-01_00-00,2026-05-08/slice/GOES-g06/non_event/1991-08-01T00-00-00.csv,0
non-event-1991-09-01_00-00,2026-05-08/slice/GOES-g06/non_event/1991-09-01T00-00-00.csv,0
non-event-1991-10-01_00-00,2026-05-08/slice/GOES-g06/non_event/1991-10-01T00-00-00.csv,0
non-event-1991-11-01_00-00,2026-05-08/slice/GOES-g06/non_event/1991-11-01T00-00-00.csv,0
non-event-1991-12-01_00-00,2026-05-08/slice/GOES-g06/non_event/1991-12-01T00-00-00.csv,0
non-event-1992-01-01_00-00,2026-05-08/slice/GOES-g06/non_event/1992-01-01T00-00-00.csv,0
non-event-1992-02-01_00-00,2026-05-08/slice/GOES-g06/non_event/1992-02-01T00-00-00.csv,0
non-event-1992-02-07_20-40,2026-05-08/slice/GOES-g06/non_event/1992-02-07T20-40-00.csv,0
non-event-1992-03-01_00-00,2026-05-08/slice/GOES-g06/non_event/1992-03-01T00-00-00.csv,0
non-event-1992-04-01_00-00,2026-05-08/slice/GOES-g06/non_event/1992-04-01T00-00-00.csv,0
non-event-1992-05-10_10-25,2026-05-08/slice/GOES-g06/non_event/1992-05-10T10-25-00.csv,0
non-event-1992-05-10_18-20,2026-05-08/slice/GOES-g06/non_event/1992-05-10T18-20-00.csv,0
non-event-1992-06-01_00-00,2026-05-08/slice/GOES-g06/non_event/1992-06-01T00-00-00.csv,0
non-event-1992-07-01_00-00,2026-05-08/slice/GOES-g06/non_event/1992-07-01T00-00-00.csv,0
non-event-1992-08-01_00-00,2026-05-08/slice/GOES-g06/non_event/1992-08-01T00-00-00.csv,0
non-event-1992-09-01_00-00,2026-05-08/slice/GOES-g06/non_event/1992-09-01T00-00-00.csv,0
non-event-1992-10-01_00-00,2026-05-08/slice/GOES-g06/non_event/1992-10-01T00-00-00.csv,0
non-event-1992-11-03_10-20,2026-05-08/slice/GOES-g06/non_event/1992-11-03T10-20-00.csv,0
non-event-1992-11-04_16-50,2026-05-08/slice/GOES-g06/non_event/1992-11-04T16-50-00.csv,0
non-event-1992-12-01_00-00,2026-05-08/slice/GOES-g06/non_event/1992-12-01T00-00-00.csv,0
non-event-1993-01-01_00-00,2026-05-08/slice/GOES-g06/non_event/1993-01-01T00-00-00.csv,0
non-event-1993-02-01_00-00,2026-05-08/slice/GOES-g06/non_event/1993-02-01T00-00-00.csv,0
non-event-1993-03-13_09-05,2026-05-08/slice/GOES-g06/non_event/1993-03-13T09-05-00.csv,0
non-event-1993-04-01_00-00,2026-05-08/slice/GOES-g06/non_event/1993-04-01T00-00-00.csv,0
non-event-1993-05-01_00-00,2026-05-08/slice/GOES-g06/non_event/1993-05-01T00-00-00.csv,0
non-event-1993-06-01_00-00,2026-05-08/slice/GOES-g06/non_event/1993-06-01T00-00-00.csv,0
non-event-1993-07-01_00-00,2026-05-08/slice/GOES-g06/non_event/1993-07-01T00-00-00.csv,0
non-event-1993-08-01_00-00,2026-05-08/slice/GOES-g06/non_event/1993-08-01T00-00-00.csv,0
non-event-1993-09-01_00-00,2026-05-08/slice/GOES-g06/non_event/1993-09-01T00-00-00.csv,0
non-event-1993-10-01_00-00,2026-05-08/slice/GOES-g06/non_event/1993-10-01T00-00-00.csv,0
non-event-1993-11-01_00-00,2026-05-08/slice/GOES-g06/non_event/1993-11-01T00-00-00.csv,0
non-event-1993-12-01_00-00,2026-05-08/slice/GOES-g06/non_event/1993-12-01T00-00-00.csv,0
non-event-1994-01-01_00-00,2026-05-08/slice/GOES-g06/non_event/1994-01-01T00-00-00.csv,0
non-event-1994-02-01_00-00,2026-05-08/slice/GOES-g06/non_event/1994-02-01T00-00-00.csv,0
non-event-1994-03-01_00-00,2026-05-08/slice/GOES-g06/non_event/1994-03-01T00-00-00.csv,0
non-event-1994-04-01_00-00,2026-05-08/slice/GOES-g06/non_event/1994-04-01T00-00-00.csv,0
non-event-1994-05-01_00-00,2026-05-08/slice/GOES-g06/non_event/1994-05-01T00-00-00.csv,0
non-event-1994-06-01_00-00,2026-05-08/slice/GOES-g06/non_event/1994-06-01T00-00-00.csv,0
non-event-1994-07-01_00-00,2026-05-08/slice/GOES-g06/non_event/1994-07-01T00-00-00.csv,0
non-event-1994-08-01_00-00,2026-05-08/slice/GOES-g06/non_event/1994-08-01T00-00-00.csv,0
non-event-1994-09-01_00-00,2026-05-08/slice/GOES-g06/non_event/1994-09-01T00-00-00.csv,0
non-event-1994-10-01_00-00,2026-05-08/slice/GOES-g06/non_event/1994-10-01T00-00-00.csv,0
non-event-1994-11-01_00-00,2026-05-08/slice/GOES-g06/non_event/1994-11-01T00-00-00.csv,0
event-1987-03-07_05-15,2026-05-08/slice/GOES-g07/1987-03-07T05-15-00.csv,1
event-1987-11-07_13-45,2026-05-08/slice/GOES-g07/1987-11-07T13-45-00.csv,1
event-1988-01-02_13-00,2026-05-08/slice/GOES-g07/1988-01-02T13-00-00.csv,1
event-1988-03-25_10-50,2026-05-08/slice/GOES-g07/1988-03-25T10-50-00.csv,1
event-1989-03-08_12-05,2026-05-08/slice/GOES-g07/1989-03-08T12-05-00.csv,1
event-1989-03-08_19-55,2026-05-08/slice/GOES-g07/1989-03-08T19-55-00.csv,1
event-1989-03-09_07-50,2026-05-08/slice/GOES-g07/1989-03-09T07-50-00.csv,1
event-1989-03-09_20-00,2026-05-08/slice/GOES-g07/1989-03-09T20-00-00.csv,1
event-1989-03-10_19-55,2026-05-08/slice/GOES-g07/1989-03-10T19-55-00.csv,1
event-1989-03-11_19-55,2026-05-08/slice/GOES-g07/1989-03-11T19-55-00.csv,1
event-1989-03-11_20-30,2026-05-08/slice/GOES-g07/1989-03-11T20-30-00.csv,1
event-1989-03-12_20-00,2026-05-08/slice/GOES-g07/1989-03-12T20-00-00.csv,1
event-1989-03-13_07-55,2026-05-08/slice/GOES-g07/1989-03-13T07-55-00.csv,1
event-1989-03-17_07-00,2026-05-08/slice/GOES-g07/1989-03-17T07-00-00.csv,1
event-1989-03-17_07-55,2026-05-08/slice/GOES-g07/1989-03-17T07-55-00.csv,1
event-1989-03-17_19-55,2026-05-08/slice/GOES-g07/1989-03-17T19-55-00.csv,1
event-1989-03-18_20-00,2026-05-08/slice/GOES-g07/1989-03-18T20-00-00.csv,1
event-1989-03-23_08-55,2026-05-08/slice/GOES-g07/1989-03-23T08-55-00.csv,1
event-1989-04-11_05-50,2026-05-08/slice/GOES-g07/1989-04-11T05-50-00.csv,1
event-1989-04-11_10-25,2026-05-08/slice/GOES-g07/1989-04-11T10-25-00.csv,1
event-1989-04-11_19-30,2026-05-08/slice/GOES-g07/1989-04-11T19-30-00.csv,1
event-1989-04-12_13-00,2026-05-08/slice/GOES-g07/1989-04-12T13-00-00.csv,1
event-1989-04-13_04-15,2026-05-08/slice/GOES-g07/1989-04-13T04-15-00.csv,1
event-1989-04-14_17-30,2026-05-08/slice/GOES-g07/1989-04-14T17-30-00.csv,1
event-1989-05-05_17-55,2026-05-08/slice/GOES-g07/1989-05-05T17-55-00.csv,1
event-1989-05-06_22-35,2026-05-08/slice/GOES-g07/1989-05-06T22-35-00.csv,1
event-1989-07-24_21-35,2026-05-08/slice/GOES-g07/1989-07-24T21-35-00.csv,1
event-1989-08-12_04-20,2026-05-08/slice/GOES-g07/1989-08-12T04-20-00.csv,1
event-1989-08-12_07-05,2026-05-08/slice/GOES-g07/1989-08-12T07-05-00.csv,1
event-1989-08-19_10-40,2026-05-08/slice/GOES-g07/1989-08-19T10-40-00.csv,1
event-1989-08-21_20-40,2026-05-08/slice/GOES-g07/1989-08-21T20-40-00.csv,1
event-1989-08-22_07-45,2026-05-08/slice/GOES-g07/1989-08-22T07-45-00.csv,1
event-1989-08-23_19-05,2026-05-08/slice/GOES-g07/1989-08-23T19-05-00.csv,1
event-1989-08-25_17-10,2026-05-08/slice/GOES-g07/1989-08-25T17-10-00.csv,1
event-1989-08-26_18-05,2026-05-08/slice/GOES-g07/1989-08-26T18-05-00.csv,1
event-1989-09-03_14-40,2026-05-08/slice/GOES-g07/1989-09-03T14-40-00.csv,1
event-1989-09-03_18-50,2026-05-08/slice/GOES-g07/1989-09-03T18-50-00.csv,1
event-1989-09-03_23-00,2026-05-08/slice/GOES-g07/1989-09-03T23-00-00.csv,1
event-1989-09-12_10-10,2026-05-08/slice/GOES-g07/1989-09-12T10-10-00.csv,1
event-1989-09-12_19-00,2026-05-08/slice/GOES-g07/1989-09-12T19-00-00.csv,1
event-1989-09-29_00-00,2026-05-08/slice/GOES-g07/1989-09-29T00-00-00.csv,1
event-1989-09-29_01-30,2026-05-08/slice/GOES-g07/1989-09-29T01-30-00.csv,1
event-1989-09-29_18-55,2026-05-08/slice/GOES-g07/1989-09-29T18-55-00.csv,1
event-1989-09-30_12-00,2026-05-08/slice/GOES-g07/1989-09-30T12-00-00.csv,1
event-1989-09-30_18-55,2026-05-08/slice/GOES-g07/1989-09-30T18-55-00.csv,1
event-1989-10-01_18-55,2026-05-08/slice/GOES-g07/1989-10-01T18-55-00.csv,1
event-1989-10-02_18-50,2026-05-08/slice/GOES-g07/1989-10-02T18-50-00.csv,1
event-1989-10-19_01-10,2026-05-08/slice/GOES-g07/1989-10-19T01-10-00.csv,1
event-1989-10-19_03-10,2026-05-08/slice/GOES-g07/1989-10-19T03-10-00.csv,1
event-1989-10-20_02-35,2026-05-08/slice/GOES-g07/1989-10-20T02-35-00.csv,1
event-1989-10-22_13-20,2026-05-08/slice/GOES-g07/1989-10-22T13-20-00.csv,1
event-1989-10-22_19-40,2026-05-08/slice/GOES-g07/1989-10-22T19-40-00.csv,1
event-1989-10-23_09-20,2026-05-08/slice/GOES-g07/1989-10-23T09-20-00.csv,1
event-1989-10-25_07-20,2026-05-08/slice/GOES-g07/1989-10-25T07-20-00.csv,1
event-1989-10-25_14-20,2026-05-08/slice/GOES-g07/1989-10-25T14-20-00.csv,1
event-1989-10-28_18-20,2026-05-08/slice/GOES-g07/1989-10-28T18-20-00.csv,1
event-1989-11-08_15-45,2026-05-08/slice/GOES-g07/1989-11-08T15-45-00.csv,1
event-1989-11-14_19-55,2026-05-08/slice/GOES-g07/1989-11-14T19-55-00.csv,1
event-1989-11-27_09-40,2026-05-08/slice/GOES-g07/1989-11-27T09-40-00.csv,1
event-1989-11-27_17-35,2026-05-08/slice/GOES-g07/1989-11-27T17-35-00.csv,1
event-1989-11-30_02-00,2026-05-08/slice/GOES-g07/1989-11-30T02-00-00.csv,1
event-1989-11-30_03-45,2026-05-08/slice/GOES-g07/1989-11-30T03-45-00.csv,1
event-1989-11-30_12-00,2026-05-08/slice/GOES-g07/1989-11-30T12-00-00.csv,1
event-1990-03-18_19-55,2026-05-08/slice/GOES-g07/1990-03-18T19-55-00.csv,1
event-1990-03-18_20-35,2026-05-08/slice/GOES-g07/1990-03-18T20-35-00.csv,1
event-1990-03-19_19-50,2026-05-08/slice/GOES-g07/1990-03-19T19-50-00.csv,1
event-1990-03-20_19-50,2026-05-08/slice/GOES-g07/1990-03-20T19-50-00.csv,1
event-1990-04-07_10-20,2026-05-08/slice/GOES-g07/1990-04-07T10-20-00.csv,1
event-1990-04-07_19-30,2026-05-08/slice/GOES-g07/1990-04-07T19-30-00.csv,1
event-1990-04-16_17-00,2026-05-08/slice/GOES-g07/1990-04-16T17-00-00.csv,1
event-1990-04-17_12-00,2026-05-08/slice/GOES-g07/1990-04-17T12-00-00.csv,1
event-1990-04-27_22-05,2026-05-08/slice/GOES-g07/1990-04-27T22-05-00.csv,1
event-1990-04-28_03-45,2026-05-08/slice/GOES-g07/1990-04-28T03-45-00.csv,1
event-1990-05-21_11-55,2026-05-08/slice/GOES-g07/1990-05-21T11-55-00.csv,1
event-1990-05-21_16-55,2026-05-08/slice/GOES-g07/1990-05-21T16-55-00.csv,1
event-1990-05-24_09-25,2026-05-08/slice/GOES-g07/1990-05-24T09-25-00.csv,1
event-1990-05-24_12-05,2026-05-08/slice/GOES-g07/1990-05-24T12-05-00.csv,1
event-1990-05-27_18-45,2026-05-08/slice/GOES-g07/1990-05-27T18-45-00.csv,1
event-1990-06-11_23-40,2026-05-08/slice/GOES-g07/1990-06-11T23-40-00.csv,1
event-1990-06-12_04-45,2026-05-08/slice/GOES-g07/1990-06-12T04-45-00.csv,1
event-1990-07-26_01-30,2026-05-08/slice/GOES-g07/1990-07-26T01-30-00.csv,1
event-1990-07-26_07-50,2026-05-08/slice/GOES-g07/1990-07-26T07-50-00.csv,1
event-1990-07-26_13-10,2026-05-08/slice/GOES-g07/1990-07-26T13-10-00.csv,1
event-1990-07-27_18-25,2026-05-08/slice/GOES-g07/1990-07-27T18-25-00.csv,1
event-1990-07-31_14-05,2026-05-08/slice/GOES-g07/1990-07-31T14-05-00.csv,1
event-1990-07-31_17-45,2026-05-08/slice/GOES-g07/1990-07-31T17-45-00.csv,1
event-1990-08-01_01-30,2026-05-08/slice/GOES-g07/1990-08-01T01-30-00.csv,1
event-1990-08-02_08-45,2026-05-08/slice/GOES-g07/1990-08-02T08-45-00.csv,1
event-1990-08-02_21-20,2026-05-08/slice/GOES-g07/1990-08-02T21-20-00.csv,1
event-1991-01-30_23-30,2026-05-08/slice/GOES-g07/1991-01-30T23-30-00.csv,1
event-1991-01-31_00-45,2026-05-08/slice/GOES-g07/1991-01-31T00-45-00.csv,1
event-1991-01-31_12-00,2026-05-08/slice/GOES-g07/1991-01-31T12-00-00.csv,1
event-1991-03-22_20-20,2026-05-08/slice/GOES-g07/1991-03-22T20-20-00.csv,1
event-1991-03-22_22-05,2026-05-08/slice/GOES-g07/1991-03-22T22-05-00.csv,1
event-1991-03-23_19-55,2026-05-08/slice/GOES-g07/1991-03-23T19-55-00.csv,1
event-1991-03-24_19-55,2026-05-08/slice/GOES-g07/1991-03-24T19-55-00.csv,1
event-1991-03-25_19-50,2026-05-08/slice/GOES-g07/1991-03-25T19-50-00.csv,1
event-1991-03-25_22-55,2026-05-08/slice/GOES-g07/1991-03-25T22-55-00.csv,1
event-1991-03-26_19-50,2026-05-08/slice/GOES-g07/1991-03-26T19-50-00.csv,1
event-1991-03-27_19-50,2026-05-08/slice/GOES-g07/1991-03-27T19-50-00.csv,1
event-1991-03-28_19-45,2026-05-08/slice/GOES-g07/1991-03-28T19-45-00.csv,1
event-1991-03-29_09-05,2026-05-08/slice/GOES-g07/1991-03-29T09-05-00.csv,1
event-1991-03-29_19-45,2026-05-08/slice/GOES-g07/1991-03-29T19-45-00.csv,1
event-1991-03-30_07-20,2026-05-08/slice/GOES-g07/1991-03-30T07-20-00.csv,1
event-1991-04-02_20-15,2026-05-08/slice/GOES-g07/1991-04-02T20-15-00.csv,1
event-1991-04-03_19-40,2026-05-08/slice/GOES-g07/1991-04-03T19-40-00.csv,1
event-1991-04-04_19-40,2026-05-08/slice/GOES-g07/1991-04-04T19-40-00.csv,1
event-1991-04-05_08-15,2026-05-08/slice/GOES-g07/1991-04-05T08-15-00.csv,1
event-1991-05-12_15-00,2026-05-08/slice/GOES-g07/1991-05-12T15-00-00.csv,1
event-1991-05-12_16-45,2026-05-08/slice/GOES-g07/1991-05-12T16-45-00.csv,1
event-1991-05-31_00-10,2026-05-08/slice/GOES-g07/1991-05-31T00-10-00.csv,1
event-1991-05-31_12-00,2026-05-08/slice/GOES-g07/1991-05-31T12-00-00.csv,1
event-1991-06-01_12-50,2026-05-08/slice/GOES-g07/1991-06-01T12-50-00.csv,1
event-1991-06-02_04-40,2026-05-08/slice/GOES-g07/1991-06-02T04-40-00.csv,1
event-1991-06-04_01-30,2026-05-08/slice/GOES-g07/1991-06-04T01-30-00.csv,1
event-1991-06-05_21-40,2026-05-08/slice/GOES-g07/1991-06-05T21-40-00.csv,1
event-1991-06-06_08-20,2026-05-08/slice/GOES-g07/1991-06-06T08-20-00.csv,1
event-1991-06-07_08-40,2026-05-08/slice/GOES-g07/1991-06-07T08-40-00.csv,1
event-1991-06-10_14-50,2026-05-08/slice/GOES-g07/1991-06-10T14-50-00.csv,1
event-1991-06-10_18-25,2026-05-08/slice/GOES-g07/1991-06-10T18-25-00.csv,1
event-1991-06-14_11-20,2026-05-08/slice/GOES-g07/1991-06-14T11-20-00.csv,1
event-1991-06-14_22-05,2026-05-08/slice/GOES-g07/1991-06-14T22-05-00.csv,1
event-1991-06-16_14-45,2026-05-08/slice/GOES-g07/1991-06-16T14-45-00.csv,1
event-1991-06-29_17-55,2026-05-08/slice/GOES-g07/1991-06-29T17-55-00.csv,1
event-1991-06-30_12-00,2026-05-08/slice/GOES-g07/1991-06-30T12-00-00.csv,1
event-1991-07-01_14-45,2026-05-08/slice/GOES-g07/1991-07-01T14-45-00.csv,1
event-1991-07-01_20-15,2026-05-08/slice/GOES-g07/1991-07-01T20-15-00.csv,1
event-1991-07-06_16-55,2026-05-08/slice/GOES-g07/1991-07-06T16-55-00.csv,1
event-1991-07-07_15-00,2026-05-08/slice/GOES-g07/1991-07-07T15-00-00.csv,1
event-1991-07-07_15-15,2026-05-08/slice/GOES-g07/1991-07-07T15-15-00.csv,1
event-1991-07-08_05-40,2026-05-08/slice/GOES-g07/1991-07-08T05-40-00.csv,1
event-1991-07-10_14-30,2026-05-08/slice/GOES-g07/1991-07-10T14-30-00.csv,1
event-1991-07-11_10-55,2026-05-08/slice/GOES-g07/1991-07-11T10-55-00.csv,1
event-1991-08-26_05-30,2026-05-08/slice/GOES-g07/1991-08-26T05-30-00.csv,1
event-1991-08-27_03-50,2026-05-08/slice/GOES-g07/1991-08-27T03-50-00.csv,1
event-1991-10-01_04-40,2026-05-08/slice/GOES-g07/1991-10-01T04-40-00.csv,1
event-1991-10-28_01-00,2026-05-08/slice/GOES-g07/1991-10-28T01-00-00.csv,1
event-1991-10-29_19-45,2026-05-08/slice/GOES-g07/1991-10-29T19-45-00.csv,1
event-1991-10-30_13-10,2026-05-08/slice/GOES-g07/1991-10-30T13-10-00.csv,1
event-1991-10-30_20-35,2026-05-08/slice/GOES-g07/1991-10-30T20-35-00.csv,1
event-1992-02-06_18-45,2026-05-08/slice/GOES-g07/1992-02-06T18-45-00.csv,1
event-1992-02-06_20-45,2026-05-08/slice/GOES-g07/1992-02-06T20-45-00.csv,1
event-1992-05-08_21-40,2026-05-08/slice/GOES-g07/1992-05-08T21-40-00.csv,1
event-1992-05-09_06-40,2026-05-08/slice/GOES-g07/1992-05-09T06-40-00.csv,1
event-1992-06-25_08-45,2026-05-08/slice/GOES-g07/1992-06-25T08-45-00.csv,1
event-1992-06-25_12-40,2026-05-08/slice/GOES-g07/1992-06-25T12-40-00.csv,1
event-1992-06-26_09-10,2026-05-08/slice/GOES-g07/1992-06-26T09-10-00.csv,1
event-1992-06-26_12-10,2026-05-08/slice/GOES-g07/1992-06-26T12-10-00.csv,1
event-1992-06-27_21-10,2026-05-08/slice/GOES-g07/1992-06-27T21-10-00.csv,1
event-1992-08-06_02-55,2026-05-08/slice/GOES-g07/1992-08-06T02-55-00.csv,1
event-1992-10-30_07-20,2026-05-08/slice/GOES-g07/1992-10-30T07-20-00.csv,1
event-1992-10-30_08-20,2026-05-08/slice/GOES-g07/1992-10-30T08-20-00.csv,1
event-1992-10-31_12-00,2026-05-08/slice/GOES-g07/1992-10-31T12-00-00.csv,1
event-1992-11-01_15-55,2026-05-08/slice/GOES-g07/1992-11-01T15-55-00.csv,1
event-1992-11-05_10-05,2026-05-08/slice/GOES-g07/1992-11-05T10-05-00.csv,1
event-1993-03-04_02-55,2026-05-08/slice/GOES-g07/1993-03-04T02-55-00.csv,1
event-1993-03-12_08-10,2026-05-08/slice/GOES-g07/1993-03-12T08-10-00.csv,1
event-1993-03-12_20-15,2026-05-08/slice/GOES-g07/1993-03-12T20-15-00.csv,1
event-1994-02-19_15-05,2026-05-08/slice/GOES-g07/1994-02-19T15-05-00.csv,1
event-1994-02-21_07-50,2026-05-08/slice/GOES-g07/1994-02-21T07-50-00.csv,1
event-1994-10-19_12-30,2026-05-08/slice/GOES-g07/1994-10-19T12-30-00.csv,1
event-1995-08-11_18-40,2026-05-08/slice/GOES-g07/1995-08-11T18-40-00.csv,1
event-1995-08-11_23-25,2026-05-08/slice/GOES-g07/1995-08-11T23-25-00.csv,1
event-1995-08-12_19-25,2026-05-08/slice/GOES-g07/1995-08-12T19-25-00.csv,1
event-1995-08-13_22-40,2026-05-08/slice/GOES-g07/1995-08-13T22-40-00.csv,1
event-1995-10-19_20-50,2026-05-08/slice/GOES-g07/1995-10-19T20-50-00.csv,1
non-event-1987-03-01_00-00,2026-05-08/slice/GOES-g07/non_event/1987-03-01T00-00-00.csv,0
non-event-1987-03-07_19-25,2026-05-08/slice/GOES-g07/non_event/1987-03-07T19-25-00.csv,0
non-event-1987-04-01_00-00,2026-05-08/slice/GOES-g07/non_event/1987-04-01T00-00-00.csv,0
non-event-1987-05-01_00-00,2026-05-08/slice/GOES-g07/non_event/1987-05-01T00-00-00.csv,0
non-event-1987-06-01_00-00,2026-05-08/slice/GOES-g07/non_event/1987-06-01T00-00-00.csv,0
non-event-1987-07-01_00-00,2026-05-08/slice/GOES-g07/non_event/1987-07-01T00-00-00.csv,0
non-event-1987-08-01_00-00,2026-05-08/slice/GOES-g07/non_event/1987-08-01T00-00-00.csv,0
non-event-1987-09-01_00-00,2026-05-08/slice/GOES-g07/non_event/1987-09-01T00-00-00.csv,0
non-event-1987-10-01_00-00,2026-05-08/slice/GOES-g07/non_event/1987-10-01T00-00-00.csv,0
non-event-1987-11-01_00-00,2026-05-08/slice/GOES-g07/non_event/1987-11-01T00-00-00.csv,0
non-event-1987-11-09_00-05,2026-05-08/slice/GOES-g07/non_event/1987-11-09T00-05-00.csv,0
non-event-1987-12-01_00-00,2026-05-08/slice/GOES-g07/non_event/1987-12-01T00-00-00.csv,0
non-event-1988-01-01_00-00,2026-05-08/slice/GOES-g07/non_event/1988-01-01T00-00-00.csv,0
non-event-1988-01-05_03-25,2026-05-08/slice/GOES-g07/non_event/1988-01-05T03-25-00.csv,0
non-event-1988-02-01_00-00,2026-05-08/slice/GOES-g07/non_event/1988-02-01T00-00-00.csv,0
non-event-1988-03-01_00-00,2026-05-08/slice/GOES-g07/non_event/1988-03-01T00-00-00.csv,0
non-event-1988-04-01_00-00,2026-05-08/slice/GOES-g07/non_event/1988-04-01T00-00-00.csv,0
non-event-1988-05-01_00-00,2026-05-08/slice/GOES-g07/non_event/1988-05-01T00-00-00.csv,0
non-event-1988-06-01_00-00,2026-05-08/slice/GOES-g07/non_event/1988-06-01T00-00-00.csv,0
non-event-1988-07-01_00-00,2026-05-08/slice/GOES-g07/non_event/1988-07-01T00-00-00.csv,0
non-event-1988-08-01_00-00,2026-05-08/slice/GOES-g07/non_event/1988-08-01T00-00-00.csv,0
non-event-1988-09-01_00-00,2026-05-08/slice/GOES-g07/non_event/1988-09-01T00-00-00.csv,0
non-event-1988-10-01_00-00,2026-05-08/slice/GOES-g07/non_event/1988-10-01T00-00-00.csv,0
non-event-1988-11-01_00-00,2026-05-08/slice/GOES-g07/non_event/1988-11-01T00-00-00.csv,0
non-event-1988-12-01_00-00,2026-05-08/slice/GOES-g07/non_event/1988-12-01T00-00-00.csv,0
non-event-1989-01-01_00-00,2026-05-08/slice/GOES-g07/non_event/1989-01-01T00-00-00.csv,0
non-event-1989-02-01_00-00,2026-05-08/slice/GOES-g07/non_event/1989-02-01T00-00-00.csv,0
non-event-1989-03-19_12-05,2026-05-08/slice/GOES-g07/non_event/1989-03-19T12-05-00.csv,0
non-event-1989-03-24_04-05,2026-05-08/slice/GOES-g07/non_event/1989-03-24T04-05-00.csv,0
non-event-1989-04-13_08-50,2026-05-08/slice/GOES-g07/non_event/1989-04-13T08-50-00.csv,0
non-event-1989-04-15_07-40,2026-05-08/slice/GOES-g07/non_event/1989-04-15T07-40-00.csv,0
